ID,Lect_ID,Concept_ID,Form_according_to_Source,Form,Local_Orthography,Segments,Comment,Source
alor1247-bana-heart-1,alor1247-bana,heart,tapɔ kubaŋ,tapɔ_kubaŋ,tapo kubang,t a p ɔ _ k u b a ŋ,,sulistyono18
alor1247-bana-lungs-1,alor1247-bana,lungs,kɔkɔŋ,kɔkɔŋ,kokong,k ɔ k ɔ ŋ,,sulistyono18
alor1247-bana-liver-1,alor1247-bana,liver,atɛŋ,atɛŋ,aténg,a t ɛ ŋ,,sulistyono18
alor1247-bana-kidney-1,alor1247-bana,kidney,kubaŋ,kubaŋ,kubang,k u b a ŋ,,sulistyono18
alor1247-bana-stomach_belly-1,alor1247-bana,stomach_belly,tukaŋ,tukaŋ,tukang,t u k a ŋ,,sulistyono18
alor1247-bana-guts-1,alor1247-bana,guts,taiŋ kərik,taiŋ_kərik,taing kerik,t a i ŋ _ k ə r i k,,sulistyono18
alor1247-bana-excrement-1,alor1247-bana,excrement,taɛ,taɛ,taé,t a ɛ,,sulistyono18
alor1247-bana-wound-1,alor1247-bana,wound,hika,hika,hika,h i k a,,sulistyono18
alor1247-bana-ringworm-1,alor1247-bana,ringworm,naɔ,naɔ,nao,n a ɔ,,sulistyono18
alor1247-bana-scabies-1,alor1247-bana,scabies,katu,katu,katu,k a t u,,sulistyono18
alor1247-bana-tinea-1,alor1247-bana,tinea,naɔ,naɔ,nao,n a ɔ,,sulistyono18
alor1247-bana-conjunctivitis-1,alor1247-bana,conjunctivitis,mata mɛaŋ,mata_mɛaŋ,mata méang,m a t a _ m ɛ a ŋ,,sulistyono18
alor1247-bana-cold_influenza-1,alor1247-bana,cold_influenza,iru matːɛ,iru_matːɛ,iru maté,i r u _ m a tː ɛ,,sulistyono18
alor1247-bana-person-1,alor1247-bana,person,ata,ata,ata,a t a,,sulistyono18
alor1247-bana-child-1,alor1247-bana,child,anaʔ,anaʔ,ana',a n a ʔ,,sulistyono18
alor1247-bana-man-1,alor1247-bana,man,kɛlake,kɛlake,kélaké,k ɛ l a k e,,sulistyono18
alor1247-bana-woman-1,alor1247-bana,woman,waɛ,waɛ,waé,w a ɛ,,sulistyono18
alor1247-bana-husband-1,alor1247-bana,husband,kelakɛ,kelakɛ,kélaké,k e l a k ɛ,,sulistyono18
alor1247-bana-wife-1,alor1247-bana,wife,kwaɛ,kwaɛ,kwaé,kʷ a ɛ,,sulistyono18
alor1247-bana-mother-1,alor1247-bana,mother,nina,nina,nina,n i n a,,sulistyono18
alor1247-bana-father-1,alor1247-bana,father,mama,mama,mama,m a m a,,sulistyono18
alor1247-bana-older_sibling-1,alor1247-bana,older_sibling,tata,tata,tata,t a t a,,sulistyono18
alor1247-bana-younger_sibling-1,alor1247-bana,younger_sibling,kau,kau,kau,k a u,,sulistyono18
alor1247-bana-older_brother-1,alor1247-bana,older_brother,tata klake,tata_klake,tata klaké,t a t a _ k l a k e,,sulistyono18
alor1247-bana-older_sister-1,alor1247-bana,older_sister,tata kwaɛ,tata_kwaɛ,tata kwaé,t a t a _ kʷ a ɛ,,sulistyono18
alor1247-bana-womans_younger_sister-1,alor1247-bana,womans_younger_sister,kau kwaɛ,kau_kwaɛ,kau kwaé,k a u _ kʷ a ɛ,,sulistyono18
alor1247-bana-younger_brother-1,alor1247-bana,younger_brother,kau klakɛ,kau_klakɛ,kau klaké,k a u _ k l a k ɛ,,sulistyono18
alor1247-bana-sister-1,alor1247-bana,sister,binɛŋ,binɛŋ,binéng,b i n ɛ ŋ,,sulistyono18
alor1247-bana-brother-1,alor1247-bana,brother,kau klake,kau_klake,kau klaké,k a u _ k l a k e,,sulistyono18
alor1247-bana-cross_cousin-1,alor1247-bana,cross_cousin,binɛŋ,binɛŋ,binéng,b i n ɛ ŋ,,sulistyono18
alor1247-bana-grandmother-1,alor1247-bana,grandmother,bapa,bapa,bapa,b a p a,,sulistyono18
alor1247-bana-grandfather-1,alor1247-bana,grandfather,bapa ,bapa,bapa,b a p a,,sulistyono18
alor1247-bana-grandchild-1,alor1247-bana,grandchild,bapaŋ,bapaŋ,bapang,b a p a ŋ,,sulistyono18
alor1247-bana-mothers_brother-1,alor1247-bana,mothers_brother,pukɔŋ,pukɔŋ,pukong,p u k ɔ ŋ,,sulistyono18
alor1247-bana-fathers_sister-1,alor1247-bana,fathers_sister,pukɔŋ,pukɔŋ,pukong,p u k ɔ ŋ,,sulistyono18
alor1247-bana-nephew_niece-1,alor1247-bana,nephew_niece,nulaŋ,nulaŋ,nulang,n u l a ŋ,,sulistyono18
alor1247-bana-brother_in_law-1,alor1247-bana,brother_in_law,opuŋ,opuŋ,opung,o p u ŋ,,sulistyono18
alor1247-bana-brother_in_law-2,alor1247-bana,brother_in_law,tata kwaɛ,tata_kwaɛ,tata kwaé,t a t a _ kʷ a ɛ,,sulistyono18
alor1247-bana-bride_price-1,alor1247-bana,bride_price,bəlis,bəlis,belis,b ə l i s,,sulistyono18
alor1247-bana-slave-1,alor1247-bana,slave,pembantu,pembantu,pémbantu,p e m b a n t u,,sulistyono18
alor1247-bana-tear-1,alor1247-bana,tear,mataŋ louŋ,mataŋ_louŋ,matang loung,m a t a ŋ _ l o u ŋ,,sulistyono18
alor1247-bana-name-1,alor1247-bana,name,naraŋ,naraŋ,narang,n a r a ŋ,,sulistyono18
alor1247-bana-1sg-1,alor1247-bana,1sg,gɔ,gɔ,go,g ɔ,,sulistyono18
alor1247-bana-2sg_informal-1,alor1247-bana,2sg_informal,wɛː,wɛː,wé,w ɛː,,sulistyono18
alor1247-bana-2sg_polite-1,alor1247-bana,2sg_polite,mɔ,mɔ,mo,m ɔ,,sulistyono18
alor1247-bana-3sg-1,alor1247-bana,3sg,rɔ,rɔ,ro,r ɔ,,sulistyono18
alor1247-bana-1pl_excl-1,alor1247-bana,1pl_excl,kame,kame,kamé,k a m e,,sulistyono18
alor1247-bana-1pl_incl-1,alor1247-bana,1pl_incl,tite,tite,tité,t i t e,,sulistyono18
alor1247-bana-2pl-1,alor1247-bana,2pl,mi,mi,mi,m i,,sulistyono18
alor1247-bana-3pl-1,alor1247-bana,3pl,wɛː ,wɛː,wé,w ɛː,,sulistyono18
alor1247-bana-no_not-1,alor1247-bana,no_not,lahɛʔ,lahɛʔ,lahé',l a h ɛ ʔ,,sulistyono18
alor1247-bana-and-1,alor1247-bana,and,naŋ rɔ,naŋ_rɔ,nang ro,n a ŋ _ r ɔ,,sulistyono18
alor1247-bana-because-1,alor1247-bana,because,kəna,kəna,kena,k ə n a,,sulistyono18
alor1247-bana-if-1,alor1247-bana,if,kalɔ,kalɔ,kalo,k a l ɔ,,sulistyono18
alor1247-bana-with-1,alor1247-bana,with,kali ɔnɔŋ,kali_ɔnɔŋ,kali onong,k a l i _ ɔ n ɔ ŋ,,sulistyono18
alor1247-bana-what-1,alor1247-bana,what,pai,pai,pai,p a i,,sulistyono18
alor1247-bana-who-1,alor1247-bana,who,hewai,hewai,héwai,h e w a i,,sulistyono18
alor1247-bana-where-1,alor1247-bana,where,or ga,or_ga,or ga,o r _ g a,,sulistyono18
alor1247-bana-when-1,alor1247-bana,when,arpira,arpira,arpira,a r p i r a,,sulistyono18
alor1247-bana-why-1,alor1247-bana,why,naməŋga,naməŋga,namengga,n a m ə ŋ g a,,sulistyono18
alor1247-bana-how_much_how_many-1,alor1247-bana,how_much_how_many,pira,pira,pira,p i r a,,sulistyono18
alor1247-bana-how-1,alor1247-bana,how,naməga,naməga,namega,n a m ə g a,,sulistyono18
alor1247-bana-this-1,alor1247-bana,this,ke,ke,ké,k e,,sulistyono18
alor1247-bana-that-1,alor1247-bana,that,katːe,katːe,katé,k a tː e,,sulistyono18
alor1247-bana-that-2,alor1247-bana,that,doaŋ,doaŋ,doang,d o a ŋ,,sulistyono18
alor1247-bana-that-3,alor1247-bana,that,ke,ke,ké,k e,,sulistyono18
alor1247-bana-at-1,alor1247-bana,at,ɔrɔ,ɔrɔ,oro,ɔ r ɔ,,sulistyono18
alor1247-bana-inside-1,alor1247-bana,inside,ɔnɔŋ,ɔnɔŋ,onong,ɔ n ɔ ŋ,,sulistyono18
alor1247-bana-inside-2,alor1247-bana,inside,kali ɔnɔŋ,kali_ɔnɔŋ,kali onong,k a l i _ ɔ n ɔ ŋ,,sulistyono18
alor1247-bana-here-1,alor1247-bana,here,ɔrke,ɔrke,orké,ɔ r k e,,sulistyono18
alor1247-bana-there-1,alor1247-bana,there,klou,klou,klou,k l o u,,sulistyono18
alor1247-bana-there-2,alor1247-bana,there,kalli,kalːi,kali,k a lː i,,sulistyono18
alor1247-bana-there-3,alor1247-bana,there,keti,keti,kéti,k e t i,,sulistyono18
alor1247-bana-there-4,alor1247-bana,there,kre,kre,kré,k r e,,sulistyono18
alor1247-bana-above-1,alor1247-bana,above,lɔlɔŋ,lɔlɔŋ,lolong,l ɔ l ɔ ŋ,,sulistyono18
alor1247-bana-below-1,alor1247-bana,below,werɔk,werɔk,wérok,w e r ɔ k,,sulistyono18
alor1247-bana-left_side-1,alor1247-bana,left_side,hɛkɛŋ,hɛkɛŋ,hékéng,h ɛ k ɛ ŋ,,sulistyono18
alor1247-bana-right_side-1,alor1247-bana,right_side,dikɛŋ,dikɛŋ,dikéng,d i k ɛ ŋ,,sulistyono18
alor1247-bana-few-1,alor1247-bana,few,isu,isu,isu,i s u,,sulistyono18
alor1247-bana-all-1,alor1247-bana,all,sekali,sekali,sékali,s e k a l i,,sulistyono18
alor1247-bana-many-1,alor1247-bana,many,rasa,rasa,rasa,r a s a,,sulistyono18
alor1247-bana-many-2,alor1247-bana,many,lebih,lebih,lébih,l e b i h,,sulistyono18
alor1247-bana-many-3,alor1247-bana,many,rasa lɛbɛh,rasa_lɛbɛh,rasa lébéh,r a s a _ l ɛ b ɛ h,,sulistyono18
alor1247-bana-some-1,alor1247-bana,some,pira,pira,pira,p i r a,,sulistyono18
alor1247-bana-animal-1,alor1247-bana,animal,binataŋ,binataŋ,binatang,b i n a t a ŋ,,sulistyono18
alor1247-bana-bird-1,alor1247-bana,bird,kɔlɔŋ,kɔlɔŋ,kolong,k ɔ l ɔ ŋ,,sulistyono18
alor1247-bana-chicken-1,alor1247-bana,chicken,manuk,manuk,manuk,m a n u k,,sulistyono18
alor1247-bana-egg-1,alor1247-bana,egg,teluk,teluk,téluk,t e l u k,,sulistyono18
alor1247-bana-tail-1,alor1247-bana,tail,ikuk,ikuk,ikuk,i k u k,,sulistyono18
alor1247-bana-wing-1,alor1247-bana,wing,kapik,kapik,kapik,k a p i k,,sulistyono18
alor1247-bana-claw-1,alor1247-bana,claw,gawu,gawu,gawu,g a w u,,sulistyono18
alor1247-bana-feather-1,alor1247-bana,feather,wuluk,wuluk,wuluk,w u l u k,,sulistyono18
alor1247-bana-horn-1,alor1247-bana,horn,huar,huar,huar,h u a r,,sulistyono18
alor1247-bana-dog-1,alor1247-bana,dog,ahɔ,ahɔ,aho,a h ɔ,,sulistyono18
alor1247-bana-dog-2,alor1247-bana,dog,asu,asu,asu,a s u,,sulistyono18
alor1247-bana-pig-1,alor1247-bana,pig,wawɛ,wawɛ,wawé,w a w ɛ,,sulistyono18
alor1247-bana-deer-1,alor1247-bana,deer,ruha,ruha,ruha,r u h a,,sulistyono18
alor1247-bana-rat-1,alor1247-bana,rat,kamorɛ,kamorɛ,kamoré,k a m o r ɛ,,sulistyono18
alor1247-bana-frog-1,alor1247-bana,frog,matːɔ,matːɔ,mato,m a tː ɔ,,sulistyono18
alor1247-bana-bat-1,alor1247-bana,bat,mikɛ,mikɛ,miké,m i k ɛ,,sulistyono18
alor1247-bana-flying_fox-1,alor1247-bana,flying_fox,lakoruna,lakoruna,lakoruna,l a k o r u n a,,sulistyono18
alor1247-bana-civet_cat-1,alor1247-bana,civet_cat,lakɔ,lakɔ,lako,l a k ɔ,,sulistyono18
alor1247-bana-crocodile-1,alor1247-bana,crocodile,bapa,bapa,bapa,b a p a,,sulistyono18
alor1247-bana-monitor_lizard-1,alor1247-bana,monitor_lizard,tetɔ damar,tetɔ_damar,této damar,t e t ɔ _ d a m a r,,sulistyono18
alor1247-bana-lizard-1,alor1247-bana,lizard,takːɛk,takːɛk,takék,t a kː ɛ k,,sulistyono18
alor1247-bana-snake-1,alor1247-bana,snake,ula,ula,ula,u l a,,sulistyono18
alor1247-bana-earthworm-1,alor1247-bana,earthworm,ula wali,ula_wali,ula wali,u l a _ w a l i,,sulistyono18
alor1247-bana-butterfly-1,alor1247-bana,butterfly,kaka lili,kaka_lili,kaka lili,k a k a _ l i l i,,sulistyono18
alor1247-bana-fly-1,alor1247-bana,fly,namuʔ,namuʔ,namu',n a m u ʔ,,sulistyono18
alor1247-bana-mosquito-1,alor1247-bana,mosquito,kapuŋ,kapuŋ,kapung,k a p u ŋ,,sulistyono18
alor1247-bana-spider-1,alor1247-bana,spider,kragaŋ,kragaŋ,kragang,k r a g a ŋ,,sulistyono18
alor1247-bana-scorpion-1,alor1247-bana,scorpion,ala,ala,ala,a l a,,sulistyono18
alor1247-bana-ant-1,alor1247-bana,ant,kərːɛ,kərːɛ,keré,k ə rː ɛ,,sulistyono18
alor1247-bana-grasshopper-1,alor1247-bana,grasshopper,marɔʔ,marɔʔ,maro',m a r ɔ ʔ,,sulistyono18
alor1247-bana-rice_ear_bug-1,alor1247-bana,rice_ear_bug,mɛruŋ,mɛruŋ,mérung,m ɛ r u ŋ,,sulistyono18
alor1247-bana-louse_in_hair-1,alor1247-bana,louse_in_hair,kutɔ,kutɔ,kuto,k u t ɔ,,sulistyono18
alor1247-bana-louse_in_hair-2,alor1247-bana,louse_in_hair,kutɔ inaŋ,kutɔ_inaŋ,kuto inang,k u t ɔ _ i n a ŋ,mother louse,sulistyono18
alor1247-bana-louse_eggs-1,alor1247-bana,louse_eggs,kutɔ klɛhɛŋ,kutɔ_klɛhɛŋ,kuto kléhéng,k u t ɔ _ k l ɛ h ɛ ŋ,,sulistyono18
alor1247-bana-louse_eggs-2,alor1247-bana,louse_eggs,nəpɛr,nəpɛr,nepér,n ə p ɛ r,,sulistyono18
alor1247-bana-flea-1,alor1247-bana,flea,kutɔ,kutɔ,kuto,k u t ɔ,,sulistyono18
alor1247-bana-louse_clothing-1,alor1247-bana,louse_clothing,tumi,tumi,tumi,t u m i,,sulistyono18
alor1247-bana-bedbug-1,alor1247-bana,bedbug,maʤuŋ,mad͡ʒuŋ,majung,m a dʒ u ŋ,,sulistyono18
alor1247-bana-fish-1,alor1247-bana,fish,ikan,ikan,ikan,i k a n,,sulistyono18
alor1247-bana-shark-1,alor1247-bana,shark,iɔ,iɔ,io,i ɔ,,sulistyono18
alor1247-bana-whale-1,alor1247-bana,whale,klaru,klaru,klaru,k l a r u,,sulistyono18
alor1247-bana-dolphin-1,alor1247-bana,dolphin,kuja,kud͡ʒa,kuja,k u dʒ a,,sulistyono18
alor1247-bana-starfish-1,alor1247-bana,starfish,tapina,tapina,tapina,t a p i n a,,sulistyono18
alor1247-bana-turtle-1,alor1247-bana,turtle,kea,kea,kéa,k e a,,sulistyono18
alor1247-bana-big-1,alor1247-bana,big,bɛa,bɛa,béa,b ɛ a,,sulistyono18
alor1247-bana-small-1,alor1247-bana,small,kihuʔ,kihuʔ,kihu',k i h u ʔ,,sulistyono18
alor1247-bana-tall-1,alor1247-bana,tall,blɔlɔk,blɔlɔk,blolok,b l ɔ l ɔ k,,sulistyono18
alor1247-bana-short-1,alor1247-bana,short,makːuʔ,makːuʔ,maku',m a kː u ʔ,,sulistyono18
alor1247-bana-long-1,alor1247-bana,long,blahak,blahak,blahak,b l a h a k,,sulistyono18
alor1247-bana-old_worn_house-1,alor1247-bana,old_worn_house,lɛlɛ,lɛlɛ,lélé,l ɛ l ɛ,,sulistyono18
alor1247-bana-new-1,alor1247-bana,new,wunɔŋ,wunɔŋ,wunong,w u n ɔ ŋ,,sulistyono18
alor1247-bana-young_people-1,alor1247-bana,young_people,bilamɛŋ,bilamɛŋ,bilaméng,b i l a m ɛ ŋ,,sulistyono18
alor1247-bana-old_people-1,alor1247-bana,old_people,tua,tua,tua,t u a,,sulistyono18
alor1247-bana-lazy-1,alor1247-bana,lazy,plihaŋ,plihaŋ,plihang,p l i h a ŋ,,sulistyono18
alor1247-bana-hot-1,alor1247-bana,hot,platiŋ,platiŋ,plating,p l a t i ŋ,,sulistyono18
alor1247-bana-cold-1,alor1247-bana,cold,kluaŋ,kluaŋ,kluang,k l u a ŋ,,sulistyono18
alor1247-bana-good-1,alor1247-bana,good,dikɛk,dikɛk,dikék,d i k ɛ k,,sulistyono18
alor1247-bana-bad-1,alor1247-bana,bad,datɛk,datɛk,daték,d a t ɛ k,,sulistyono18
alor1247-bana-full-1,alor1247-bana,full,pənɔŋ,pənɔŋ,penong,p ə n ɔ ŋ,,sulistyono18
alor1247-bana-near-1,alor1247-bana,near,dahɛ,dahɛ,dahé,d a h ɛ,,sulistyono18
alor1247-bana-far-1,alor1247-bana,far,doaŋ,doaŋ,doang,d o a ŋ,,sulistyono18
alor1247-bana-wet-1,alor1247-bana,wet,ɛlɛk,ɛlɛk,élék,ɛ l ɛ k,,sulistyono18
alor1247-bana-dry-1,alor1247-bana,dry,marak,marak,marak,m a r a k,,sulistyono18
alor1247-bana-thin-1,alor1247-bana,thin,nipi,nipi,nipi,n i p i,,sulistyono18
alor1247-bana-skinny-1,alor1247-bana,skinny,krɛmpɛŋ,krɛmpɛŋ,krémpéng,k r ɛ m p ɛ ŋ,,sulistyono18
alor1247-bana-thick-1,alor1247-bana,thick,gapal,gapal,gapal,g a p a l,,sulistyono18
alor1247-bana-round-1,alor1247-bana,round,glɔkɔr,glɔkɔr,glokor,g l ɔ k ɔ r,,sulistyono18
alor1247-bana-round-2,alor1247-bana,round,pɔlik,pɔlik,polik,p ɔ l i k,,sulistyono18
alor1247-bana-dark-1,alor1247-bana,dark,kuiŋ,kuiŋ,kuing,k u i ŋ,,sulistyono18
alor1247-bana-light_not_dark-1,alor1247-bana,light_not_dark,mɔrik,mɔrik,morik,m ɔ r i k,,sulistyono18
alor1247-bana-dirty-1,alor1247-bana,dirty,klitaʔ,klitaʔ,klita',k l i t a ʔ,,sulistyono18
alor1247-bana-clean-1,alor1247-bana,clean,rahiŋ,rahiŋ,rahing,r a h i ŋ,,sulistyono18
alor1247-bana-sharp-1,alor1247-bana,sharp,dakːɛk,dakːɛk,dakék,d a kː ɛ k,,sulistyono18
alor1247-bana-blunt-1,alor1247-bana,blunt,punak,punak,punak,p u n a k,,sulistyono18
alor1247-bana-blunt-2,alor1247-bana,blunt,kumbuk,kumbuk,kumbuk,k u m b u k,,sulistyono18
alor1247-bana-heavy-1,alor1247-bana,heavy,bak,bak,bak,b a k,,sulistyono18
alor1247-bana-light_weight-1,alor1247-bana,light_weight,bɛrɛ,bɛrɛ,béré,b ɛ r ɛ,,sulistyono18
alor1247-bana-straight-1,alor1247-bana,straight,mɔlɔŋ,mɔlɔŋ,molong,m ɔ l ɔ ŋ,,sulistyono18
alor1247-bana-wide-1,alor1247-bana,wide,pleŋaŋ,pleŋaŋ,pléngang,p l e ŋ a ŋ,,sulistyono18
alor1247-bana-narrow-1,alor1247-bana,narrow,kupɔʔ,kupɔʔ,kupo',k u p ɔ ʔ,,sulistyono18
alor1247-bana-correct-1,alor1247-bana,correct,mɔlɔŋ,mɔlɔŋ,molong,m ɔ l ɔ ŋ,,sulistyono18
alor1247-bana-wrong-1,alor1247-bana,wrong,hala,hala,hala,h a l a,,sulistyono18
alor1247-bana-ripe-1,alor1247-bana,ripe,tahak,tahak,tahak,t a h a k,,sulistyono18
alor1247-bana-rotten-1,alor1247-bana,rotten,wau,wau,wau,w a u,,sulistyono18
alor1247-bana-bitter-1,alor1247-bana,bitter,paik,paik,paik,p a i k,,sulistyono18
alor1247-bana-sweet-1,alor1247-bana,sweet,təgːe,təgːe,tegé,t ə gː e,,sulistyono18
alor1247-bana-sour-1,alor1247-bana,sour,gilɔ,gilɔ,gilo,g i l ɔ,,sulistyono18
alor1247-bana-sour-2,alor1247-bana,sour,tobi,tobi,tobi,t o b i,,sulistyono18
alor1247-bana-salty-1,alor1247-bana,salty,pərːɔ,pərːɔ,pero,p ə rː ɔ,,sulistyono18
alor1247-bana-flat-1,alor1247-bana,flat,rata,rata,rata,r a t a,,sulistyono18
alor1247-bana-smooth-1,alor1247-bana,smooth,mɛlːuk,mɛlːuk,méluk,m ɛ lː u k,,sulistyono18
alor1247-bana-smooth-2,alor1247-bana,smooth,uik,uik,uik,u i k,,sulistyono18
alor1247-bana-rough-1,alor1247-bana,rough,udul gadal,udul_gadal,udul gadal,u d u l _ g a d a l,,sulistyono18
alor1247-bana-black-1,alor1247-bana,black,mitɛŋ,mitɛŋ,miténg,m i t ɛ ŋ,,sulistyono18
alor1247-bana-white-1,alor1247-bana,white,bura,bura,bura,b u r a,,sulistyono18
alor1247-bana-red-1,alor1247-bana,red,mɛaŋ,mɛaŋ,méang,m ɛ a ŋ,,sulistyono18
alor1247-bana-green-1,alor1247-bana,green,iʤɔŋ,id͡ʒɔŋ,ijong,i dʒ ɔ ŋ,,sulistyono18
alor1247-bana-blue-1,alor1247-bana,blue,taŋaŋ,taŋaŋ,tangang,t a ŋ a ŋ,,sulistyono18
alor1247-bana-yellow-1,alor1247-bana,yellow,kumɔŋ,kumɔŋ,kumong,k u m ɔ ŋ,,sulistyono18
alor1247-bana-sick_painful-1,alor1247-bana,sick_painful,blara,blara,blara,b l a r a,,sulistyono18
alor1247-bana-sick_painful-2,alor1247-bana,sick_painful,platiŋ,platiŋ,plating,p l a t i ŋ,,sulistyono18
alor1247-bana-fever-1,alor1247-bana,fever,platiŋ,platiŋ,plating,p l a t i ŋ,,sulistyono18
alor1247-bana-shy_ashamed-1,alor1247-bana,shy_ashamed,maniaŋ,maniaŋ,maniang,m a n i a ŋ,,sulistyono18
alor1247-bana-blind-1,alor1247-bana,blind,matan datɛ,matan_datɛ,matan daté,m a t a n _ d a t ɛ,,sulistyono18
alor1247-bana-deaf-1,alor1247-bana,deaf,mukek,mukek,mukék,m u k e k,,sulistyono18
alor1247-bana-thirsty-1,alor1247-bana,thirsty,ɔnɔʔ mara,ɔnɔʔ_mara,ono' mara,ɔ n ɔ ʔ _ m a r a,,sulistyono18
alor1247-bana-hungry-1,alor1247-bana,hungry,tukaŋ malu,tukaŋ_malu,tukang malu,t u k a ŋ _ m a l u,,sulistyono18
alor1247-bana-scared-1,alor1247-bana,scared,taku,taku,taku,t a k u,,sulistyono18
alor1247-bana-angry-1,alor1247-bana,angry,kuraŋ,kuraŋ,kurang,k u r a ŋ,,sulistyono18
alor1247-bana-to_see-1,alor1247-bana,to_see,seru,seru,séru,s e r u,,sulistyono18
alor1247-bana-to_hear-1,alor1247-bana,to_hear,dəŋa,dəŋa,denga,d ə ŋ a,,sulistyono18
alor1247-bana-to_smell-1,alor1247-bana,to_smell,mare,mare,maré,m a r e,,sulistyono18
alor1247-bana-to_smell-2,alor1247-bana,to_smell,hugɔʔ,hugɔʔ,hugo',h u g ɔ ʔ,,sulistyono18
alor1247-bana-to_think-1,alor1247-bana,to_think,pikir,pikir,pikir,p i k i r,,sulistyono18
alor1247-bana-to_know-1,alor1247-bana,to_know,koiŋ,koiŋ,koing,k o i ŋ,,sulistyono18
alor1247-bana-to_say-1,alor1247-bana,to_say,tutuk,tutuk,tutuk,t u t u k,,sulistyono18
alor1247-bana-to_speak-1,alor1247-bana,to_speak,tutu,tutu,tutu,t u t u,,sulistyono18
alor1247-bana-voice-1,alor1247-bana,voice,alaŋ,alaŋ,alang,a l a ŋ,,sulistyono18
alor1247-bana-language-1,alor1247-bana,language,kdirɛ,kdirɛ,kdiré,k d i r ɛ,,sulistyono18
alor1247-bana-to_bark-1,alor1247-bana,to_bark,bowoŋ,bowoŋ,bowong,b o w o ŋ,,sulistyono18
alor1247-bana-to_lie_down-1,alor1247-bana,to_lie_down,tɔki,tɔki,toki,t ɔ k i,,sulistyono18
alor1247-bana-to_lie_down-2,alor1247-bana,to_lie_down,turu ,turu,turu,t u r u,,sulistyono18
alor1247-bana-to_sleep-1,alor1247-bana,to_sleep,turu ,turu,turu,t u r u,,sulistyono18
alor1247-bana-to_wake_up-1,alor1247-bana,to_wake_up,bauŋ,bauŋ,baung,b a u ŋ,,sulistyono18
alor1247-bana-to_wake_someone_up-1,alor1247-bana,to_wake_someone_up,guɔʔ bauŋ,guɔʔ_bauŋ,guo' baung,g u ɔ ʔ _ b a u ŋ,,sulistyono18
alor1247-bana-to_bathe-1,alor1247-bana,to_bathe,habːɔ,habːɔ,habo,h a bː ɔ,,sulistyono18
alor1247-bana-to_bathe_a_child-1,alor1247-bana,to_bathe_a_child,nein rɔ habɔ,nein_rɔ_habɔ,néin ro habo,n e i n _ r ɔ _ h a b ɔ,,sulistyono18
alor1247-bana-to_sit-1,alor1247-bana,to_sit,tɔbɔ,tɔbɔ,tobo,t ɔ b ɔ,,sulistyono18
alor1247-bana-to_crouch-1,alor1247-bana,to_crouch,lugu,lugu,lugu,l u g u,,sulistyono18
alor1247-bana-to_stand-1,alor1247-bana,to_stand,tide,tide,tidé,t i d e,,sulistyono18
alor1247-bana-to_walk-1,alor1247-bana,to_walk,pana,pana,pana,p a n a,,sulistyono18
alor1247-bana-to_run-1,alor1247-bana,to_run,plaɛ,plaɛ,plaé,p l a ɛ,,sulistyono18
alor1247-bana-to_go-1,alor1247-bana,to_go,mai,mai,mai,m a i,,sulistyono18
alor1247-bana-to_swim-1,alor1247-bana,to_swim,naŋɛ,naŋɛ,nangé,n a ŋ ɛ,,sulistyono18
alor1247-bana-to_fly-1,alor1247-bana,to_fly,bəkːaŋ,bəkːaŋ,bekang,b ə kː a ŋ,,sulistyono18
alor1247-bana-to_return-1,alor1247-bana,to_return,balɛk,balɛk,balék,b a l ɛ k,return home,sulistyono18
alor1247-bana-to_fall_from_above-1,alor1247-bana,to_fall_from_above,gɔkal,gɔkal,gokal,g ɔ k a l,,sulistyono18
alor1247-bana-to_fall_over-1,alor1247-bana,to_fall_over,hɔbak,hɔbak,hobak,h ɔ b a k,,sulistyono18
alor1247-bana-to_drop-1,alor1247-bana,to_drop,lelaŋ gɔkal,lelaŋ_gɔkal,lélang gokal,l e l a ŋ _ g ɔ k a l,,sulistyono18
alor1247-bana-to_drink-1,alor1247-bana,to_drink,rɛnuŋ,rɛnuŋ,rénung,r ɛ n u ŋ,,sulistyono18
alor1247-bana-to_eat-1,alor1247-bana,to_eat,tekak,tekak,tékak,t e k a k,,sulistyono18
alor1247-bana-to_bite-1,alor1247-bana,to_bite,gaki,gaki,gaki,g a k i,,sulistyono18
alor1247-bana-to_cook-1,alor1247-bana,to_cook,dakaŋ,dakaŋ,dakang,d a k a ŋ,,sulistyono18
alor1247-bana-to_wash-1,alor1247-bana,to_wash,bɛma ,bɛma,béma,b ɛ m a,,sulistyono18
alor1247-bana-to_sew-1,alor1247-bana,to_sew,haur,haur,haur,h a u r,,sulistyono18
alor1247-bana-to_breathe-1,alor1247-bana,to_breathe,nahiŋ,nahiŋ,nahing,n a h i ŋ,,sulistyono18
alor1247-bana-to_work-1,alor1247-bana,to_work,kerʤa,kerd͡ʒa,kérja,k e r dʒ a,,sulistyono18
alor1247-bana-to_die-1,alor1247-bana,to_die,matɛ,matɛ,maté,m a t ɛ,,sulistyono18
alor1247-bana-to_give-1,alor1247-bana,to_give,neiŋ,neiŋ,néing,n e i ŋ,,sulistyono18
alor1247-bana-to_wipe-1,alor1247-bana,to_wipe,dɔhɔʔ ,dɔhɔʔ,doho',d ɔ h ɔ ʔ,,sulistyono18
alor1247-bana-to_come-1,alor1247-bana,to_come,bɛta,bɛta,béta,b ɛ t a,,sulistyono18
